"Date","Hour","GMTHour","Facility","ScheduledDepartures","ScheduledArrivals","DeparturesFor.MetricComputation","ArrivalsFor.MetricComputation","X..On.TimeGateDepartures","X..On.TimeAirportDepartures","X..On.TimeGateArrivals","AverageGateDepartureDelay","AverageTaxiOutTime","AverageTaxiOutDelay","AverageAirportDepartureDelay","AverageAirborneDelay","AverageTaxiInDelay","AverageBlockDelay","AverageGateArrivalDelay"
"09/11/2012",0,4," ATL",1,3,1,5,100,100,60,-6,12,-0.9,-6.9,-2.2,0.58,-15,15.9
"09/11/2012",0,4," BDL",0,3,0,3,0,0,66.67,0,0,0,0,-7.67,0.8,-10,16.33
"09/11/2012",0,4," BOS",0,8,0,8,0,0,87.5,0,0,0,0,-1.5,3.44,-6.38,-1.59
"09/11/2012",0,4," BUF",0,2,0,2,0,0,100,0,0,0,0,-2,0.2,-9.5,-5
"09/11/2012",0,4," BWI",0,4,0,4,0,0,100,0,0,0,0,-4,-0.15,-12.5,1.5
"09/11/2012",0,4," CLE",0,2,1,3,100,100,100,-9,10,-0.3,-9.3,-2,1.07,-6,-7.67
"09/11/2012",0,4," CLT",0,2,1,3,100,100,100,-12,12,-0.6,-12.6,-6.33,3.2,-9.33,-1.67
"09/11/2012",0,4," CVG",0,9,0,14,0,0,64.29,0,0,0,0,-5.43,0.28,-14.07,5.06
"09/11/2012",0,4," DAY",0,1,0,1,0,0,100,0,0,0,0,-6,4.4,8,2
"09/11/2012",0,4," DCA",0,3,0,4,0,0,50,0,0,0,0,-2.25,3.05,-0.75,3.95
"09/11/2012",0,4," DTW",0,3,1,6,100,100,100,-14,14,-0.9,-15,-4.17,-2.55,-9.33,-12.12
"09/11/2012",0,4," EWR",0,3,1,7,100,0,14.29,10,21,8.3,18.3,13.29,0.06,11.57,67.31
"09/11/2012",0,4," FLL",0,2,0,3,0,0,100,0,0,0,0,-8.33,0.2,-13,-14.33
"09/11/2012",0,4," IAD",0,5,0,6,0,0,66.67,0,0,0,0,-10,0.28,-8.83,10.58
"09/11/2012",0,4," IND",0,1,1,25,0,0,96,26,11,1.1,27.1,-1.6,-0.41,-1.64,-4.78
"09/11/2012",0,4," ISP",0,0,0,1,0,0,0,0,0,0,0,-18,1.1,-17,20.8
"09/11/2012",0,4," JAX",0,0,0,1,0,0,100,0,0,0,0,-2,-0.1,-10,-12
"09/11/2012",0,4," JFK",3,10,3,11,66.67,66.67,90.91,6.33,17.67,-0.13,6.23,-0.82,-1.35,-8.55,-5.36
