"Date","Hour","GMTHour","Facility","ScheduledDepartures","ScheduledArrivals","DeparturesFor.MetricComputation","ArrivalsFor.MetricComputation","X..On.TimeGateDepartures","X..On.TimeAirportDepartures","X..On.TimeGateArrivals","AverageGateDepartureDelay","AverageTaxiOutTime","AverageTaxiOutDelay","AverageAirportDepartureDelay","AverageAirborneDelay","AverageTaxiInDelay","AverageBlockDelay","AverageGateArrivalDelay"
"01/21/2013",0,4," SJU",0,0,0,1,0,0,0,0,0,0,0,-8,0.4,36,22.8
"01/21/2013",0,5," ATL",0,1,0,1,0,0,100,0,0,0,0,0,-1.7,-17,-24
"01/21/2013",0,5," BDL",0,2,0,2,0,0,100,0,0,0,0,2,1,-1,0
"01/21/2013",0,5," BOS",0,5,0,7,0,0,100,0,0,0,0,-3.57,-0.83,-17.86,-14.23
"01/21/2013",0,5," BUF",0,2,0,2,0,0,100,0,0,0,0,-4.5,1.85,-6,-13.5
"01/21/2013",0,5," BWI",0,3,0,2,0,0,50,0,0,0,0,-5,0,-13,-5
"01/21/2013",0,5," CLE",0,1,1,1,0,0,100,98,12,1.9,99.9,0,-0.6,-7,-11
"01/21/2013",0,5," CLT",0,1,0,1,0,0,100,0,0,0,0,-11,-1.3,-10,-12
"01/21/2013",0,5," CVG",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"01/21/2013",0,5," DAY",0,1,0,1,0,0,100,0,0,0,0,-7,-1.5,-9,-17
"01/21/2013",0,5," DCA",0,2,0,2,0,0,100,0,0,0,0,-5,0,-11,-5.5
"01/21/2013",0,5," DTW",0,4,0,6,0,0,50,0,0,0,0,-8.17,0.33,-10.83,35.23
"01/21/2013",0,5," EWR",0,4,0,4,0,0,100,0,0,0,0,-4.75,0.93,-16,-9.6
"01/21/2013",0,5," FLL",0,4,0,4,0,0,50,0,0,0,0,-9.5,1.02,-9,30.25
"01/21/2013",0,5," HPN",0,0,0,1,0,0,100,0,0,0,0,-1,1.1,-19,-34.6
"01/21/2013",0,5," IAD",0,2,0,4,0,0,75,0,0,0,0,-4.25,0.53,-10,13.45
"01/21/2013",0,5," IND",0,1,0,2,0,0,100,0,0,0,0,-16.5,2.3,-13,-2.95
"01/21/2013",0,5," JFK",6,10,5,12,100,100,75,1.2,18.4,0.02,1.82,-4.42,-2.07,-15.58,-2.57
"01/21/2013",0,5," LGA",0,1,0,1,0,0,100,0,0,0,0,-1,4.1,-16,-23
"01/21/2013",0,5," MCO",0,3,1,2,100,100,100,0,10,-0.6,-0.6,-10,-0.7,-9,-3
"01/21/2013",0,5," MHT",0,0,0,1,0,0,100,0,0,0,0,-5,0,-14,-7.8
"01/21/2013",0,5," MIA",0,3,0,3,0,0,100,0,0,0,0,-5.33,-0.17,-12.33,-14.27
"01/21/2013",0,5," PBI",0,1,0,1,0,0,0,0,0,0,0,-18,-0.1,-32,34
"01/21/2013",0,5," PHL",0,2,0,3,0,0,66.67,0,0,0,0,-6.33,3.47,1.33,0.33
"01/21/2013",0,5," PIT",0,0,2,2,100,100,50,-6.5,15,4.5,-1.35,-4.5,-0.2,-13,-1.35
"01/21/2013",0,5," PVD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01/21/2013",0,5," RDU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01/21/2013",0,5," RSW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01/21/2013",0,5," SDF",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"01/21/2013",0,5," TEB",0,0,0,1,0,0,0,0,0,0,0,-9,-1.1,-10,45.4
"01/21/2013",0,5," TPA",0,2,0,1,0,0,100,0,0,0,0,-12,1.5,-7,-11
"01/21/2013",0,6," AUS",0,1,0,3,0,0,100,0,0,0,0,-19.67,0.7,-21.33,-10.73
