"Date","Hour","GMTHour","Facility","ScheduledDepartures","ScheduledArrivals","DeparturesFor.MetricComputation","ArrivalsFor.MetricComputation","X..On.TimeGateDepartures","X..On.TimeAirportDepartures","X..On.TimeGateArrivals","AverageGateDepartureDelay","AverageTaxiOutTime","AverageTaxiOutDelay","AverageAirportDepartureDelay","AverageAirborneDelay","AverageTaxiInDelay","AverageBlockDelay","AverageGateArrivalDelay"
"09/01/2012",0,4," ATL",0,1,1,4,100,100,50,-1,12,-0.9,-1.9,-2,2.35,1,12.53
"09/01/2012",0,4," BDL",0,3,1,4,100,100,75,0,11,0.1,0.1,1.5,0.15,-3.25,1
"09/01/2012",0,4," BOS",0,4,0,9,0,0,66.67,0,0,0,0,4.11,1.7,-5.89,14.48
"09/01/2012",0,4," BUF",0,2,0,2,0,0,50,0,0,0,0,-0.5,0.7,-10,18
"09/01/2012",0,4," BWI",0,2,0,4,0,0,50,0,0,0,0,-3.5,1.85,-5.5,17
"09/01/2012",0,4," CLE",0,2,0,3,0,0,100,0,0,0,0,-0.33,1.4,-5.33,-7.33
"09/01/2012",0,4," CLT",0,1,1,3,0,0,100,46,17,4.4,50.4,-6,2.2,-8,-8.67
"09/01/2012",0,4," CVG",0,0,0,10,0,0,60,0,0,0,0,-7,0.3,-4.3,11.85
"09/01/2012",0,4," DAY",0,1,0,1,0,0,100,0,0,0,0,-8,0.4,3,1
"09/01/2012",0,4," DCA",0,1,0,3,0,0,33.33,0,0,0,0,2,1.07,3.33,46
"09/01/2012",0,4," DTW",0,0,0,6,0,0,83.33,0,0,0,0,-2.17,-0.33,-4.5,-1.67
"09/01/2012",0,4," EWR",0,2,0,5,0,0,60,0,0,0,0,-3.4,1.1,-17.8,-1
"09/01/2012",0,4," FLL",0,4,1,5,100,100,100,4,14,2.1,6.1,-8,-0.82,-13.2,-16.6
"09/01/2012",0,4," HPN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
