"Date","Hour","GMTHour","Facility","ScheduledDepartures","ScheduledArrivals","DeparturesFor.MetricComputation","ArrivalsFor.MetricComputation","X..On.TimeGateDepartures","X..On.TimeAirportDepartures","X..On.TimeGateArrivals","AverageGateDepartureDelay","AverageTaxiOutTime","AverageTaxiOutDelay","AverageAirportDepartureDelay","AverageAirborneDelay","AverageTaxiInDelay","AverageBlockDelay","AverageGateArrivalDelay"
"05/21/2012",0,4," ATL",0,2,0,3,0,0,100,0,0,0,0,-8.67,1.8,-10.33,-5.33
"05/21/2012",0,4," BDL",0,5,0,5,0,0,60,0,0,0,0,-2.4,2.84,8.8,29.2
"05/21/2012",0,4," BOS",0,7,0,8,0,0,50,0,0,0,0,5.5,1.76,12.5,28.8
"05/21/2012",0,4," BUF",0,2,0,3,0,0,66.67,0,0,0,0,-1.33,1.07,-3,1.37
"05/21/2012",0,4," BWI",0,6,0,7,0,0,28.57,0,0,0,0,-2.57,0.13,14.29,53.29
"05/21/2012",0,4," CLE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05/21/2012",0,4," CLT",0,4,0,3,0,0,66.67,0,0,0,0,-7,9.33,1.67,22
"05/21/2012",0,4," CVG",0,11,0,3,0,0,66.67,0,0,0,0,-8.67,-0.03,-6.67,4.3
"05/21/2012",0,4," DAY",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"05/21/2012",0,4," DCA",0,1,0,1,0,0,100,0,0,0,0,-5,2.3,-2,-7
"05/21/2012",0,4," DTW",0,7,0,6,0,0,83.33,0,0,0,0,-1,0.75,-5.5,-0.25
"05/21/2012",0,4," EWR",0,8,0,7,0,0,14.29,0,0,0,0,2.57,1.61,2.71,94.86
"05/21/2012",0,4," FLL",1,6,1,6,0,0,83.33,815,15,3.1,818.1,-4.17,0.17,-7.17,5.67
"05/21/2012",0,4," HPN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05/21/2012",0,4," IAD",0,3,0,5,0,0,40,0,0,0,0,-4.6,2.56,18.6,46.62
"05/21/2012",0,4," IND",0,1,0,3,0,0,33.33,0,0,0,0,4.33,0.57,7,17.97
"05/21/2012",0,4," ISP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05/21/2012",0,4," JAX",0,1,0,1,0,0,0,0,0,0,0,-5,11.1,9,17
"05/21/2012",0,4," JFK",3,10,2,14,100,100,50,-2,20,2.2,0.2,-8.21,1.51,-1.14,33.09
"05/21/2012",0,4," LGA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05/21/2012",0,4," MCO",0,6,1,7,100,100,71.43,-16,10,-0.2,-16.2,-6.14,-0.66,-8,-1
"05/21/2012",0,4," MHT",0,1,0,2,0,0,100,0,0,0,0,-2,-1,2.5,-6.1
"05/21/2012",0,4," MIA",0,1,1,1,100,100,0,3,15,1.6,4.6,1,2.3,4,18
"05/21/2012",0,4," PBI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05/21/2012",0,4," PHL",0,4,0,5,0,0,40,0,0,0,0,-6,3.3,15,34.6
"05/21/2012",0,4," PIT",0,2,0,3,0,0,33.33,0,0,0,0,-10.33,1.97,1,20.23
"05/21/2012",0,4," PVD",0,1,0,1,0,0,100,0,0,0,0,-7,-0.9,-17,-18
"05/21/2012",0,4," RDU",0,4,0,3,0,0,100,0,0,0,0,-2.67,-0.57,-2.33,2.47
