"Date","Hour","GMTHour","Facility","ScheduledDepartures","ScheduledArrivals","DeparturesFor.MetricComputation","ArrivalsFor.MetricComputation","X..On.TimeGateDepartures","X..On.TimeAirportDepartures","X..On.TimeGateArrivals","AverageGateDepartureDelay","AverageTaxiOutTime","AverageTaxiOutDelay","AverageAirportDepartureDelay","AverageAirborneDelay","AverageTaxiInDelay","AverageBlockDelay","AverageGateArrivalDelay"
"09/01/2013",0,4," ATL",2,2,1,3,0,0,66.67,50,17,4.7,55.7,-1,1.67,0,15.7
"09/01/2013",0,4," BDL",0,2,1,2,0,0,50,21,10,-0.5,20.5,-1,0.8,-11,9.5
"09/01/2013",0,4," BOS",0,6,0,3,0,0,66.67,0,0,0,0,-7,-1.2,-17,-2.1
"09/01/2013",0,4," BUF",0,1,0,2,0,0,50,0,0,0,0,-3.5,1.75,-6,10.3
"09/01/2013",0,4," BWI",0,3,0,4,0,0,75,0,0,0,0,-8,0.05,-12.5,-8.5
"09/01/2013",0,4," CLE",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"09/01/2013",0,4," CLT",0,0,0,1,0,0,100,0,0,0,0,-10,2.1,-10,-3.4
"09/01/2013",0,4," CVG",1,1,1,1,100,100,100,-10,12,0,-10,-6,2.9,7,-2
"09/01/2013",0,4," DCA",0,2,0,1,0,0,100,0,0,0,0,1,1.2,-2,-3
"09/01/2013",0,4," DTW",0,5,0,4,0,0,100,0,0,0,0,-9.25,-2.55,-13.25,-21.18
"09/01/2013",0,4," EWR",0,8,0,6,0,0,100,0,0,0,0,-3.17,0.38,-8.17,-7.62
"09/01/2013",0,4," FLL",0,6,0,4,0,0,100,0,0,0,0,-10.75,0.47,-11.25,-20.25
"09/01/2013",0,4," HPN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"09/01/2013",0,4," IAD",0,2,0,1,0,0,0,0,0,0,0,-15,-0.2,-17,17
"09/01/2013",0,4," IND",0,1,0,2,0,0,100,0,0,0,0,1.5,0.8,2.5,2
"09/01/2013",0,4," JAX",0,2,0,1,0,0,100,0,0,0,0,-6,-0.7,-14,-17
"09/01/2013",0,4," JFK",6,8,6,5,66.67,66.67,80,33.5,20.67,2.65,36.48,2.2,2.18,-1.4,-4.54
"09/01/2013",0,4," MCO",0,6,0,6,0,0,83.33,0,0,0,0,-6.67,-0.3,-14.83,-6
"09/01/2013",0,4," MHT",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"09/01/2013",0,4," MIA",0,1,0,1,0,0,0,0,0,0,0,-3,2.5,0,17
"09/01/2013",0,4," PHL",0,2,1,2,100,100,100,-12,12,-0.6,-12.6,-7,-0.7,-19.5,-25.95
"09/01/2013",0,4," PIT",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"09/01/2013",0,4," PVD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"09/01/2013",0,4," RDU",0,3,0,2,0,0,100,0,0,0,0,-11,-0.55,-15,-21.5
"09/01/2013",0,4," SDF",0,0,0,3,0,0,66.67,0,0,0,0,6.33,0.2,5.33,6.93
"09/01/2013",0,4," SJU",1,0,1,0,100,100,0,-5,15,1.4,-3.6,0,0,0,0
"09/01/2013",0,4," TPA",0,2,0,3,0,0,100,0,0,0,0,-5,-0.7,-24.33,-27.53
"09/01/2013",0,5," AUS",0,2,0,1,0,0,100,0,0,0,0,-9,0.3,-10,-11.5
"09/01/2013",0,5," BHM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"09/01/2013",0,5," BNA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"09/01/2013",0,5," DAL",0,0,1,0,100,100,0,-20,7,-0.9,-20.9,0,0,0,0
"09/01/2013",0,5," DFW",0,1,1,1,100,100,100,-33,11,-0.5,-33.5,-9,3.2,-4,-5.3
"09/01/2013",0,5," IAH",0,5,0,2,0,0,0,0,0,0,0,-10.5,0.65,-1.5,80
"09/01/2013",0,5," MDW",0,1,0,1,0,0,0,0,0,0,0,-9,0.7,-7,16.6
"09/01/2013",0,5," MEM",0,0,0,2,0,0,100,0,0,0,0,-16,-0.8,-13,-6
"09/01/2013",0,5," MKE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"09/01/2013",0,5," MSY",0,0,0,1,0,0,0,0,0,0,0,-2,0.3,3,42.4
"09/01/2013",0,5," ORD",1,4,3,0,33.33,33.33,0,30.67,12.33,1.03,32.37,0,0,0,0
"09/01/2013",0,5," SAT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"09/01/2013",0,6," ABQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"09/01/2013",0,6," DEN",1,1,1,1,100,100,100,-2,16,2.6,0.6,2,2.8,6,8
"09/01/2013",0,6," SLC",1,0,1,0,100,100,0,-6,22,7.2,1.2,0,0,0,0
"09/01/2013",0,7," LAS",4,0,3,3,66.67,66.67,33.33,3.67,11,-0.1,3.57,-11.33,1,-16,51.77
"09/01/2013",0,7," LAX",8,5,8,3,100,87.5,100,-2.5,17.5,4.59,2.21,-2.33,1.27,-12.67,-17.1
"09/01/2013",0,7," OAK",0,0,2,2,0,0,100,75,9,1.2,76.2,-5,-0.1,-2.5,-5.75
"09/01/2013",0,7," ONT",1,1,1,1,100,100,100,-26,8,-0.2,-26.2,-3,-0.1,-10,-25.3
"09/01/2013",0,7," PDX",0,1,0,1,0,0,100,0,0,0,0,1,-0.6,-17,-16
"09/01/2013",0,7," PHX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"09/01/2013",0,7," SAN",0,2,0,1,0,0,100,0,0,0,0,-5,-0.3,-1,-8
"09/01/2013",0,7," SEA",1,3,0,5,0,0,100,0,0,0,0,2.2,-0.38,-12,-11.46
"09/01/2013",0,7," SFO",2,3,2,3,100,100,100,-2.5,10,-4.15,-6.65,-2,0.47,-5.33,-10.37
"09/01/2013",0,7," SMF",1,1,1,1,100,100,100,0,8,-0.9,-0.9,8,0,4,-4
"09/01/2013",0,7," VNY",0,0,0,1,0,0,0,0,0,0,0,-7,-1.1,-6,81.6
"09/01/2013",0,8," ANC",9,7,11,3,100,90.91,100,0.36,11,0.62,0.98,-5.67,0.13,-10,-11.47
"09/01/2013",0,10," HNL",2,0,2,1,0,0,100,68.5,14,2.6,71.1,-6,0.8,-8,-22.6
"09/01/2013",1,5," ATL",0,0,1,0,0,0,0,30,17,4.7,35.7,0,0,0,0
"09/01/2013",1,5," BDL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"09/01/2013",1,5," BWI",0,0,0,1,0,0,100,0,0,0,0,-3,-0.2,-1,-15.5
"09/01/2013",1,5," CLT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"09/01/2013",1,5," DTW",0,1,0,1,0,0,100,0,0,0,0,-8,-2.9,-8,-18.4
"09/01/2013",1,5," EWR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"09/01/2013",1,5," FLL",0,0,0,1,0,0,100,0,0,0,0,-4,0.2,-1,11.2
"09/01/2013",1,5," HPN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"09/01/2013",1,5," IND",0,0,0,1,0,0,100,0,0,0,0,-4,0.3,0,14
"09/01/2013",1,5," JFK",5,4,5,1,60,60,100,15.8,20.2,2.5,18.7,-1,-1.1,-2,-4
"09/01/2013",1,5," MCO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"09/01/2013",1,5," MIA",2,1,1,2,0,0,100,109,14,0.8,109.8,-1.5,0.2,0,-12.9
"09/01/2013",1,5," SDF",0,0,0,1,0,0,100,0,0,0,0,-1,0.2,4,12.4
"09/01/2013",1,5," SJU",0,4,0,4,0,0,75,0,0,0,0,0.75,3,-2,8.25
"09/01/2013",1,5," TEB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"09/01/2013",1,5," TPA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"09/01/2013",1,6," AUS",0,0,1,0,100,100,0,14,10,0,14,0,0,0,0
"09/01/2013",1,6," BNA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"09/01/2013",1,6," DAL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
