"Date","Hour","GMTHour","Facility","ScheduledDepartures","ScheduledArrivals","DeparturesFor.MetricComputation","ArrivalsFor.MetricComputation","X..On.TimeGateDepartures","X..On.TimeAirportDepartures","X..On.TimeGateArrivals","AverageGateDepartureDelay","AverageTaxiOutTime","AverageTaxiOutDelay","AverageAirportDepartureDelay","AverageAirborneDelay","AverageTaxiInDelay","AverageBlockDelay","AverageGateArrivalDelay"
"05/21/2013",0,4," ATL",0,3,2,2,100,100,50,-1.5,15,2.7,1.2,1,-0.4,8.5,7
"05/21/2013",0,4," BDL",0,5,0,5,0,0,80,0,0,0,0,-2,-1.2,11.8,25.6
"05/21/2013",0,4," BOS",0,8,1,8,100,100,75,0,14,0.9,0.9,-8.88,-0.23,-2,20.79
"05/21/2013",0,4," BUF",0,1,0,1,0,0,100,0,0,0,0,-3,2.4,-11,-8
"05/21/2013",0,4," BWI",0,9,0,10,0,0,60,0,0,0,0,-5.6,1.35,0.2,39.32
"05/21/2013",0,4," CLE",0,3,0,2,0,0,100,0,0,0,0,-3,1.05,-8,1
"05/21/2013",0,4," CLT",0,2,4,1,100,100,100,-5.5,13.25,0.55,-4.95,-15,-0.5,-1,-3
"05/21/2013",0,4," CVG",0,3,0,9,0,0,66.67,0,0,0,0,-10.22,-0.74,-19.11,5.36
"05/21/2013",0,4," DAY",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"05/21/2013",0,4," DCA",0,2,0,2,0,0,50,0,0,0,0,-9.5,0.7,41,102
"05/21/2013",0,4," DTW",0,6,0,8,0,0,37.5,0,0,0,0,-6.75,5.13,0.13,57.15
"05/21/2013",0,4," EWR",0,7,1,11,100,100,81.82,-13,13,0,-13,0.18,1.58,-0.45,1.38
"05/21/2013",0,4," FLL",0,5,2,6,100,100,66.67,3,16.5,3.9,6.9,-2.67,1.03,-4.33,21.13
"05/21/2013",0,4," IAD",0,4,1,6,100,100,50,-36,12,-0.1,-36.1,-1,-1.38,-1.17,23.42
"05/21/2013",0,4," IND",0,2,3,29,66.67,66.67,86.21,15,11.33,1.83,16.83,-3.86,0.99,-0.9,8.37
"05/21/2013",0,4," ISP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05/21/2013",0,4," JAX",0,1,0,1,0,0,100,0,0,0,0,-8,1.3,-16,-1
"05/21/2013",0,4," JFK",2,8,2,9,100,100,77.78,-11.5,17,-0.7,-12.2,1.56,-2.69,2,100.63
"05/21/2013",0,4," LGA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05/21/2013",0,4," MCO",0,7,6,12,66.67,66.67,91.67,6.5,12.33,2.25,8.75,-6.33,0.72,-4.58,-2.72
"05/21/2013",0,4," MHT",0,1,0,1,0,0,0,0,0,0,0,-8,1.7,-3,58
"05/21/2013",0,4," MIA",0,3,2,15,0,0,13.33,52.5,21,7.8,60.3,-0.07,2.02,1.6,54.03
"05/21/2013",0,4," PBI",0,1,0,3,0,0,66.67,0,0,0,0,-3,3.1,2,9.6
"05/21/2013",0,4," PHL",0,4,0,5,0,0,40,0,0,0,0,-7.4,2.22,8,39.64
"05/21/2013",0,4," PIT",0,2,1,3,0,0,66.67,22,11,0.5,22.5,-4.67,0.07,-5.67,8.7
"05/21/2013",0,4," PVD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05/21/2013",0,4," RDU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05/21/2013",0,4," RSW",0,0,5,0,20,20,0,29.8,11.2,-0.42,29.38,0,0,0,0
"05/21/2013",0,4," SDF",0,4,1,40,0,0,55,17,10,2.5,19.5,0.45,-0.78,1.6,20.28
"05/21/2013",0,4," SJU",0,1,0,1,0,0,0,0,0,0,0,-1,-2.2,-6,196
"05/21/2013",0,4," TEB",0,0,1,6,100,100,66.67,0,12,0.8,1.8,-16.33,-1.1,-17.33,-1.9
"05/21/2013",0,4," TPA",0,4,2,7,50,50,85.71,18.5,12,0,19,-6.57,0.8,-6.57,4.11
"05/21/2013",0,5," AUS",0,3,0,3,0,0,66.67,0,0,0,0,-6,2.13,-6.67,-1.33
"05/21/2013",0,5," BHM",0,0,1,2,100,100,50,0,11,0.8,0.8,-7,1,-3.5,30
"05/21/2013",0,5," BNA",0,1,0,1,0,0,100,0,0,0,0,3,0.3,11,10
"05/21/2013",0,5," DAL",0,0,0,2,0,0,50,0,0,0,0,-3.5,1.8,1,17.6
"05/21/2013",0,5," DFW",0,4,1,4,0,0,25,169,17,5.5,174.5,1,-0.07,18.25,55.13
"05/21/2013",0,5," HOU",0,3,0,3,0,0,100,0,0,0,0,-10,0.83,-6,-1.67
"05/21/2013",0,5," IAH",0,3,0,3,0,0,100,0,0,0,0,-9,1.33,4.67,-4.37
"05/21/2013",0,5," MCI",0,2,0,2,0,0,100,0,0,0,0,-4.5,0.45,-12.5,-6
"05/21/2013",0,5," MDW",0,7,0,6,0,0,66.67,0,0,0,0,3,4.03,1.5,7
"05/21/2013",0,5," MEM",0,0,0,39,0,0,89.74,0,0,0,0,-3.05,-0.8,-1.74,4.33
"05/21/2013",0,5," MKE",0,0,1,1,0,0,0,48,10,0,48,2,2.8,11,116.6
"05/21/2013",0,5," MSP",0,3,0,4,0,0,75,0,0,0,0,1,-0.63,-13.5,43.33
"05/21/2013",0,5," MSY",0,2,0,2,0,0,100,0,0,0,0,-6,0.25,-13,-17
"05/21/2013",0,5," OMA",0,1,2,2,100,100,50,-4.5,10.5,0.9,-3.1,0.5,2.8,0.5,32.8
