"Date","Hour","GMTHour","Facility","ScheduledDepartures","ScheduledArrivals","DeparturesFor.MetricComputation","ArrivalsFor.MetricComputation","X..On.TimeGateDepartures","X..On.TimeAirportDepartures","X..On.TimeGateArrivals","AverageGateDepartureDelay","AverageTaxiOutTime","AverageTaxiOutDelay","AverageAirportDepartureDelay","AverageAirborneDelay","AverageTaxiInDelay","AverageBlockDelay","AverageGateArrivalDelay"
"05/01/2010",0,4," ATL",0,1,1,4,0,0,50,17,18,5.2,22.2,7.25,2.48,1.25,46.83
"05/01/2010",0,4," BDL",0,2,0,2,0,0,50,0,0,0,0,-4,0.8,-7,4.5
"05/01/2010",0,4," BOS",0,8,1,9,100,100,55.56,0,13,-0.5,-1.4,-0.22,-0.08,-7.78,18.56
"05/01/2010",0,4," BUF",0,2,0,3,0,0,33.33,0,0,0,0,2,-0.53,-10,35.67
"05/01/2010",0,4," BWI",0,2,1,7,0,0,57.14,50,10,0.3,50.3,-3.86,0.5,-5.29,20.73
"05/01/2010",0,4," CLE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05/01/2010",0,4," CLT",0,0,1,0,0,0,0,106,15,3.1,109.1,0,0,0,0
"05/01/2010",0,4," CVG",0,0,0,6,0,0,50,0,0,0,0,1.33,3.1,6,22.32
"05/01/2010",0,4," DCA",0,2,0,2,0,0,100,0,0,0,0,-4.5,0.7,-12,-16
"05/01/2010",0,4," DTW",0,2,0,5,0,0,80,0,0,0,0,-5.8,0.74,-12.4,103.2
"05/01/2010",0,4," EWR",0,5,0,9,0,0,55.56,0,0,0,0,-0.56,-0.48,-3.67,39.29
"05/01/2010",0,4," FLL",0,1,0,3,0,0,66.67,0,0,0,0,-6.33,-0.67,-9.33,-3
"05/01/2010",0,4," HPN",0,0,0,1,0,0,100,0,0,0,0,6,0.3,7,12.4
"05/01/2010",0,4," IAD",0,2,2,7,50,50,71.43,34,15,2.3,36.3,-9.43,0.49,-7.14,8.77
"05/01/2010",0,4," IND",0,0,1,1,100,100,100,8,11,1.2,9.2,4,-2.2,-8,-4
"05/01/2010",0,4," JFK",5,7,4,13,100,100,69.23,-5,20,0.8,-4.3,2.08,3.32,1.69,23.72
"05/01/2010",0,4," MCO",0,4,1,2,100,100,100,-99,9,-0.8,-99.8,-5,-0.5,-5,-9
"05/01/2010",0,4," MHT",0,2,0,2,0,0,100,0,0,0,0,-3.5,0.55,6.5,2.5
"05/01/2010",0,4," MIA",2,2,1,5,100,100,60,-78,13,-0.1,-78.1,-0.8,0.9,-2.8,19.16
"05/01/2010",0,4," PBI",0,0,0,1,0,0,0,0,0,0,0,1,-0.4,-30,36
"05/01/2010",0,4," PHL",0,2,0,6,0,0,50,0,0,0,0,-8.5,5.18,-6.5,25.83
"05/01/2010",0,4," PIT",0,0,1,0,100,100,0,12,11,0.1,12.1,0,0,0,0
"05/01/2010",0,4," PVD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05/01/2010",0,4," RDU",0,1,0,3,0,0,100,0,0,0,0,3.33,0.47,2.33,-3.33
"05/01/2010",0,4," SDF",0,0,0,40,0,0,47.5,0,0,0,0,1.65,1.25,2.2,14.61
"05/01/2010",0,4," SJU",1,0,1,0,100,100,0,4,13,-1.2,2.8,0,0,0,0
"05/01/2010",0,4," TEB",0,0,1,1,100,100,0,5,11,-0.4,5.6,-6,-1.2,-8,32.4
"05/01/2010",0,4," TPA",0,1,1,3,100,100,100,-9,10,-0.5,-9.5,-6,2.23,-6.67,2.33
"05/01/2010",0,5," AUS",0,0,0,3,0,0,66.67,0,0,0,0,-1.33,-0.1,-4.33,9.7
"05/01/2010",0,5," BHM",0,0,0,1,0,0,100,0,0,0,0,-16,-0.1,-16,7.9
"05/01/2010",0,5," BNA",0,0,1,0,100,100,0,-9,9,-0.7,-9.7,0,0,0,0
"05/01/2010",0,5," DAL",0,0,0,2,0,0,100,0,0,0,0,-5,-0.1,-5,8.85
"05/01/2010",0,5," DFW",0,1,1,2,0,0,100,20,14,2.4,22.4,-2.5,-2.5,-12.5,-19.5
"05/01/2010",0,5," HOU",0,2,1,2,0,0,100,94,8,0.7,95.4,-0.5,0.2,-8.5,-13
"05/01/2010",0,5," IAH",0,1,0,1,0,0,100,0,0,0,0,-3,1.4,1,4
"05/01/2010",0,5," MCI",0,0,1,2,0,0,50,35,11,0.8,35.8,31,-1.25,23,21.6
"05/01/2010",0,5," MDW",0,1,0,5,0,0,100,0,0,0,0,0.2,0.6,-7,-1.48
"05/01/2010",0,5," MEM",0,0,1,41,100,100,43.9,-33,13,0,-33,26.17,-1.9,24.59,23.2
"05/01/2010",0,5," MKE",0,1,0,1,0,0,0,0,0,0,0,2,-1.6,-13,35
"05/01/2010",0,5," MSP",0,0,0,1,0,0,100,0,0,0,0,-27,1.5,-25,-25
"05/01/2010",0,5," MSY",0,3,0,3,0,0,0,0,0,0,0,-2.33,0.97,-9.33,49
"05/01/2010",0,5," ORD",1,4,2,5,50,50,60,12,13,1.6,14,-3.8,1.04,-11,17.16
"05/01/2010",0,5," RFD",0,0,0,1,0,0,100,0,0,0,0,-51,0.4,-53,-6.8
"05/01/2010",0,5," SAT",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"05/01/2010",0,5," STL",0,0,0,1,0,0,100,0,0,0,0,-3,-0.3,-19,-11
"05/01/2010",0,6," DEN",4,0,5,3,80,80,66.67,11.8,14.2,1.94,13.74,-1.67,1.4,-5,30
"05/01/2010",0,6," SLC",1,0,1,0,100,100,0,5,19,3.9,8.9,0,0,0,0
"05/01/2010",0,7," BUR",0,0,1,1,100,100,100,7,9,-0.3,7.6,-13,1.6,-10,-4.2
"05/01/2010",0,7," LAS",5,1,5,1,80,60,100,11,15,2.78,13.78,-11,-0.8,-17,2
"05/01/2010",0,7," LAX",11,5,11,11,81.82,90.91,81.82,4.27,13.64,1.17,5.56,-15.91,6.15,-14,-4.31
"05/01/2010",0,7," LGB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05/01/2010",0,7," OAK",1,0,1,1,0,0,100,20,9,1.2,21.7,-3,-2.3,-4,2.8
"05/01/2010",0,7," ONT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05/01/2010",0,7," PDX",0,1,0,1,0,0,100,0,0,0,0,-7,2.1,-13,-16
"05/01/2010",0,7," PHX",2,0,2,0,100,100,0,0.5,14.5,-0.6,-0.1,0,0,0,0
"05/01/2010",0,7," SAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05/01/2010",0,7," SEA",1,3,1,4,100,100,75,-4,13,-2.9,-6.9,-3.5,-0.87,0.75,6.5
"05/01/2010",0,7," SFO",4,3,4,5,100,100,60,1,10.75,-1.95,-0.85,-12.2,0.34,-10.8,21.2
"05/01/2010",0,7," SJC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05/01/2010",0,7," SMF",1,0,1,0,0,0,0,47,9,0.5,47.5,0,0,0,0
"05/01/2010",0,7," TUS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05/01/2010",0,7," VNY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05/01/2010",0,8," ANC",3,6,4,6,75,75,33.33,9.25,9.5,-0.77,8.48,7,0.97,21,22.48
"05/01/2010",0,10," HNL",2,0,3,1,66.67,66.67,0,0.67,10.67,-0.23,0.43,-7,1.5,-3,16.4
"05/01/2010",0,10," OGG",0,0,0,1,0,0,100,0,0,0,0,-8,0,-7,-17.3
"05/01/2010",1,5," ATL",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"05/01/2010",1,5," BDL",0,0,1,1,100,100,100,0,12,1.2,2,2,0.1,-11,-12
"05/01/2010",1,5," BOS",0,0,0,1,0,0,100,0,0,0,0,-6,-2.6,-11,-16
"05/01/2010",1,5," BWI",0,0,0,1,0,0,0,0,0,0,0,-6,0.4,-3,43.8
"05/01/2010",1,5," CLT",0,0,0,1,0,0,0,0,0,0,0,-8,2,-6,19.6
"05/01/2010",1,5," CVG",0,0,1,8,0,0,62.5,21,13,0.2,21.2,-6.63,3.1,-2.75,1.31
"05/01/2010",1,5," DAY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05/01/2010",1,5," DCA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05/01/2010",1,5," DTW",0,1,0,1,0,0,100,0,0,0,0,-8,4.8,-11,-16
"05/01/2010",1,5," EWR",0,1,0,1,0,0,100,0,0,0,0,-10,1.5,-25,-4
"05/01/2010",1,5," FLL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05/01/2010",1,5," HPN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05/01/2010",1,5," IAD",0,1,1,2,0,0,50,146,15,2.3,148.3,-10.5,0.7,-13.5,36.45
"05/01/2010",1,5," IND",0,1,0,1,0,0,100,0,0,0,0,3,-0.5,-14,-6
"05/01/2010",1,5," JFK",2,3,2,4,50,100,50,8,18,-1.7,5.95,-8.5,1.48,-4.75,31.55
"05/01/2010",1,5," MCO",1,0,1,1,0,0,100,56,11,-0.6,55.4,-14,1,-9,7
"05/01/2010",1,5," MIA",1,0,2,0,50,50,0,36.5,15,1.9,38.4,0,0,0,0
"05/01/2010",1,5," PBI",0,0,1,0,100,100,0,-58,10,-0.7,-58.7,0,0,0,0
"05/01/2010",1,5," PHL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05/01/2010",1,5," SDF",0,0,0,18,0,0,55.56,0,0,0,0,-2.78,1.16,-3.28,7.29
"05/01/2010",1,5," SJU",1,0,2,1,50,50,100,104.5,10.5,-2.6,101.9,-6,-0.4,-50,-30
"05/01/2010",1,5," TEB",0,0,1,2,0,0,100,23,11,-0.4,22.6,1,-1.2,1,2.85
"05/01/2010",1,5," TPA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05/01/2010",1,6," BHM",0,0,1,3,100,100,66.67,-9,10,-0.2,-9.2,-8.33,-0.1,-12.33,0.3
"05/01/2010",1,6," DAL",0,0,1,0,0,0,0,19,9,1.3,21,0,0,0,0
"05/01/2010",1,6," DFW",3,0,2,0,50,50,0,112,15.5,3.9,116,0,0,0,0
