"Date","Hour","GMTHour","Facility","ScheduledDepartures","ScheduledArrivals","DeparturesFor.MetricComputation","ArrivalsFor.MetricComputation","X..On.TimeGateDepartures","X..On.TimeAirportDepartures","X..On.TimeGateArrivals","AverageGateDepartureDelay","AverageTaxiOutTime","AverageTaxiOutDelay","AverageAirportDepartureDelay","AverageAirborneDelay","AverageTaxiInDelay","AverageBlockDelay","AverageGateArrivalDelay"
"07/11/2012",0,4," ATL",1,5,2,17,50,50,35.29,16.5,15.5,2.6,19.1,-1.47,2.98,1.06,29.96
"07/11/2012",0,4," BDL",0,6,1,6,100,100,50,-4,10,-0.9,-4.9,-5.5,2.62,-6,29.5
"07/11/2012",0,4," BOS",0,10,0,9,0,0,44.44,0,0,0,0,-6.33,0.21,-11.33,62.36
"07/11/2012",0,4," BUF",0,2,0,3,0,0,33.33,0,0,0,0,-2.33,2.43,7.67,73.43
"07/11/2012",0,4," BWI",0,8,0,5,0,0,80,0,0,0,0,-10.4,1.7,-7,32
"07/11/2012",0,4," CLE",0,2,0,3,0,0,66.67,0,0,0,0,1,2.53,1.33,4.77
"07/11/2012",0,4," CLT",1,4,5,3,80,80,66.67,-6.2,14.4,1.8,-4.4,-5,5.13,-4.67,41.67
"07/11/2012",0,4," CVG",0,10,0,9,0,0,88.89,0,0,0,0,-6.67,0.3,-21.44,-12.8
"07/11/2012",0,4," DAY",0,2,0,2,0,0,100,0,0,0,0,-6.5,3.85,-6,-9.5
"07/11/2012",0,4," DCA",0,2,0,3,0,0,100,0,0,0,0,-3,-0.67,-5.33,-5
"07/11/2012",0,4," DTW",0,7,1,7,0,0,28.57,20,17,2.4,22.4,-4.71,-0.3,-7.86,91.96
"07/11/2012",0,4," EWR",1,7,0,10,0,0,70,0,0,0,0,0.2,1.1,-14.8,25.72
"07/11/2012",0,4," FLL",0,7,0,9,0,0,22.22,0,0,0,0,-0.67,0.46,12.67,57.43
"07/11/2012",0,4," HPN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"07/11/2012",0,4," IAD",0,5,0,7,0,0,57.14,0,0,0,0,-5.14,-0.59,-6.29,13.44
"07/11/2012",0,4," IND",0,2,1,27,100,100,81.48,-5,9,-0.4,-5.4,-1.7,-1.14,-3.04,-5.29
"07/11/2012",0,4," JAX",0,1,0,1,0,0,0,0,0,0,0,-6,1.7,-3,175
"07/11/2012",0,4," JFK",3,13,3,13,100,100,69.23,-2.33,18.67,0.87,-1.43,-3.38,-1.54,-11.69,12.15
"07/11/2012",0,4," LGA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"07/11/2012",0,4," MCO",0,4,0,9,0,0,66.67,0,0,0,0,-12.56,-0.17,-14.56,7.2
"07/11/2012",0,4," MHT",0,1,0,1,0,0,100,0,0,0,0,3,2,-3,-8
