"Date","Hour","GMTHour","Facility","ScheduledDepartures","ScheduledArrivals","DeparturesFor.MetricComputation","ArrivalsFor.MetricComputation","X..On.TimeGateDepartures","X..On.TimeAirportDepartures","X..On.TimeGateArrivals","AverageGateDepartureDelay","AverageTaxiOutTime","AverageTaxiOutDelay","AverageAirportDepartureDelay","AverageAirborneDelay","AverageTaxiInDelay","AverageBlockDelay","AverageGateArrivalDelay"
"12/21/2011",0,4," SJU",0,4,0,4,0,0,100,0,0,0,0,-3.25,0.45,-13.75,-16.15
"12/21/2011",0,5," ATL",1,5,6,2,66.67,50,100,12,20,7.03,19.03,0,4.75,1.5,-5.4
"12/21/2011",0,5," BDL",0,4,1,4,100,100,100,-15,10,-0.9,-15.9,-3.75,0.7,-9.75,1
"12/21/2011",0,5," BOS",0,5,1,4,0,0,100,65,16,2.6,67.6,-0.5,0.63,-8.25,-10.33
"12/21/2011",0,5," BUF",0,2,0,1,0,0,0,0,0,0,0,-3,0,-20,30
"12/21/2011",0,5," BWI",0,4,0,6,0,0,100,0,0,0,0,-3.5,-0.57,-4.83,-0.02
"12/21/2011",0,5," CLE",0,1,1,1,0,0,100,16,10,-0.9,15.1,6,2,-7,-7
"12/21/2011",0,5," CLT",1,2,2,2,100,100,100,-17,12,-0.6,-17.6,-10.5,4.7,-8.5,-10
"12/21/2011",0,5," CVG",0,2,0,8,0,0,87.5,0,0,0,0,-2.75,0.3,-4.63,-6.6
"12/21/2011",0,5," DAY",0,1,1,2,100,100,100,-9,11,0,-9,-4.5,1,-7.5,-14.75
"12/21/2011",0,5," DCA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12/21/2011",0,5," DTW",0,10,1,10,100,100,70,-19,14,-0.9,-19.9,-2.1,4.27,2.2,3.04
"12/21/2011",0,5," EWR",1,7,0,10,0,0,80,0,0,0,0,-0.8,-0.19,-2.8,3.53
"12/21/2011",0,5," FLL",0,6,0,6,0,0,50,0,0,0,0,-6.17,2.05,-6.33,16.67
"12/21/2011",0,5," HPN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12/21/2011",0,5," IAD",0,5,3,6,66.67,66.67,66.67,-1,12.33,-0.17,-1.17,-6.83,2.72,0.17,4.52
"12/21/2011",0,5," IND",0,3,3,29,66.67,66.67,65.52,34.67,11,0.2,34.87,1.24,0.1,2.28,5.94
"12/21/2011",0,5," JAX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12/21/2011",0,5," JFK",6,12,4,12,50,25,75,35.75,22.5,4.05,39.8,-1.67,3.12,-0.67,2.3
"12/21/2011",0,5," LGA",0,1,0,1,0,0,100,0,0,0,0,3,-0.2,8,3
"12/21/2011",0,5," MCO",0,6,1,8,100,100,75,-2,10,-0.2,-2.2,-7.5,-0.85,-8.5,-3.79
"12/21/2011",0,5," MHT",0,3,0,3,0,0,66.67,0,0,0,0,-0.67,1.13,-1,19
"12/21/2011",0,5," MIA",0,4,0,4,0,0,100,0,0,0,0,-1,-0.13,-26.75,-17.18
"12/21/2011",0,5," PBI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12/21/2011",0,5," PHL",1,6,0,15,0,0,93.33,0,0,0,0,1.07,0.63,0.53,2.76
"12/21/2011",0,5," PIT",0,3,2,3,100,100,66.67,-38,11,0,-38,-6.33,0.07,2.33,8.33
"12/21/2011",0,5," PVD",0,1,0,1,0,0,0,0,0,0,0,-8,-1.2,-13,22
