"Date","Hour","GMTHour","Facility","ScheduledDepartures","ScheduledArrivals","DeparturesFor.MetricComputation","ArrivalsFor.MetricComputation","X..On.TimeGateDepartures","X..On.TimeAirportDepartures","X..On.TimeGateArrivals","AverageGateDepartureDelay","AverageTaxiOutTime","AverageTaxiOutDelay","AverageAirportDepartureDelay","AverageAirborneDelay","AverageTaxiInDelay","AverageBlockDelay","AverageGateArrivalDelay"
"10/01/2012",0,4," ATL",0,4,0,7,0,0,71.43,0,0,0,0,-6.29,1,-4.14,17.61
"10/01/2012",0,4," BDL",0,2,0,2,0,0,50,0,0,0,0,-2.5,-0.45,-9.5,5
"10/01/2012",0,4," BOS",0,7,0,7,0,0,71.43,0,0,0,0,1,0.6,-4.29,6.21
"10/01/2012",0,4," BUF",0,2,0,2,0,0,50,0,0,0,0,0.5,0.75,7.5,5
"10/01/2012",0,4," BWI",0,5,0,6,0,0,66.67,0,0,0,0,-6.33,0.43,-9.17,8.83
"10/01/2012",0,4," CLE",0,2,0,3,0,0,100,0,0,0,0,-8,0.3,-7.67,-14.43
"10/01/2012",0,4," CLT",0,3,0,3,0,0,66.67,0,0,0,0,-2,11.77,11.33,12.33
"10/01/2012",0,4," CVG",0,11,0,2,0,0,100,0,0,0,0,-13.5,0.6,-13,-6.05
"10/01/2012",0,4," DAY",0,1,0,1,0,0,100,0,0,0,0,-8,1.8,15,8
"10/01/2012",0,4," DCA",0,3,0,3,0,0,33.33,0,0,0,0,-2,0.2,-1,34.67
"10/01/2012",0,4," DTW",0,5,0,6,0,0,66.67,0,0,0,0,-5.5,-0.17,-10,-1.25
"10/01/2012",0,4," EWR",0,5,0,3,0,0,100,0,0,0,0,-7,0.43,-20,-9.67
"10/01/2012",0,4," FLL",1,5,1,7,0,0,57.14,711,11,-1.6,709.4,-5.86,-0.13,-5,20.27
"10/01/2012",0,4," HPN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10/01/2012",0,4," IAD",0,5,0,5,0,0,60,0,0,0,0,-6.6,2.68,-2.2,11
"10/01/2012",0,4," IND",0,1,0,2,0,0,50,0,0,0,0,-3,-0.2,11,6.4
"10/01/2012",0,4," JAX",0,1,0,1,0,0,100,0,0,0,0,-1,2.4,1,-2
"10/01/2012",0,4," JFK",3,11,2,11,100,100,72.73,0,19.5,1.8,2.3,-0.82,-1.44,4.55,9.51
"10/01/2012",0,4," LGA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10/01/2012",0,4," MCO",0,2,0,3,0,0,66.67,0,0,0,0,-7.67,1.7,-4.33,15
"10/01/2012",0,4," MHT",0,0,0,1,0,0,0,0,0,0,0,-4,0,-1,20.8
"10/01/2012",0,4," MIA",0,1,0,3,0,0,33.33,0,0,0,0,0,4.17,10,22.33
"10/01/2012",0,4," PBI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10/01/2012",0,4," PHL",0,3,0,4,0,0,100,0,0,0,0,-6.25,3.28,-11.25,-2.5
"10/01/2012",0,4," PIT",0,3,0,3,0,0,66.67,0,0,0,0,-0.67,0.73,-2.67,31.67
"10/01/2012",0,4," PVD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10/01/2012",0,4," RDU",0,2,0,4,0,0,75,0,0,0,0,-3.25,-0.02,4.75,0.45
"10/01/2012",0,4," RSW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10/01/2012",0,4," SDF",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"10/01/2012",0,4," SJU",0,2,0,3,0,0,100,0,0,0,0,-4.67,-1.27,-8.33,-1.87
"10/01/2012",0,4," TEB",0,0,0,1,0,0,100,0,0,0,0,3,-1.2,7,14.3
"10/01/2012",0,4," TPA",0,4,0,4,0,0,75,0,0,0,0,-4.25,-0.55,0,7.75
"10/01/2012",0,5," AUS",0,3,0,4,0,0,100,0,0,0,0,1.5,0.7,-5.25,-5.75
"10/01/2012",0,5," BHM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10/01/2012",0,5," BNA",0,1,0,1,0,0,0,0,0,0,0,-4,-0.8,-2,81
"10/01/2012",0,5," DAL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10/01/2012",0,5," DFW",0,2,0,1,0,0,100,0,0,0,0,0,2.4,4,4
"10/01/2012",0,5," HOU",0,1,0,1,0,0,100,0,0,0,0,-7,-0.4,-4,7
"10/01/2012",0,5," IAH",0,3,0,6,0,0,83.33,0,0,0,0,-11.5,1.07,-9,3.4
"10/01/2012",0,5," MCI",0,3,0,3,0,0,66.67,0,0,0,0,-4.67,2.17,-0.67,14
"10/01/2012",0,5," MDW",0,3,0,3,0,0,33.33,0,0,0,0,-7.33,-1.53,-8.33,10.67
"10/01/2012",0,5," MEM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10/01/2012",0,5," MSP",0,0,0,1,0,0,0,0,0,0,0,-3,0.2,-1,86.6
"10/01/2012",0,5," MSY",0,2,0,3,0,0,66.67,0,0,0,0,-6,1.47,-7,6
"10/01/2012",0,5," OMA",0,1,1,1,100,0,100,14,11,1.4,16.4,2,-0.5,0,-2
"10/01/2012",0,5," ORD",0,5,0,4,0,0,50,0,0,0,0,-8.25,0.55,1.75,32.48
"10/01/2012",0,5," RFD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10/01/2012",0,5," SAT",0,1,0,1,0,0,0,0,0,0,0,5,0.8,-9,67
"10/01/2012",0,5," STL",0,2,0,2,0,0,50,0,0,0,0,-1.5,4.1,2.5,15.5
"10/01/2012",0,6," ABQ",0,2,0,1,0,0,100,0,0,0,0,5,0.6,10,4
"10/01/2012",0,6," DEN",3,2,3,2,66.67,66.67,50,22.67,11,-0.5,22.17,-7.5,-0.5,3,9.5
"10/01/2012",0,6," SLC",1,3,1,2,100,100,100,-2,19,4,2,-4,1.3,1.5,7.5
"10/01/2012",0,7," BUR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10/01/2012",0,7," LAS",4,2,4,3,100,75,100,-2.25,15.25,3.57,1.32,-14.67,2.37,-12,-15.47
"10/01/2012",0,7," LAX",11,6,11,9,63.64,54.55,66.67,9.73,16.82,3.79,13.88,-4.44,2.61,-2.44,3.38
"10/01/2012",0,7," LGB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10/01/2012",0,7," OAK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10/01/2012",0,7," PDX",2,2,2,2,50,50,50,5,10.5,-1.25,3.75,-1.5,0,-3,10.5
"10/01/2012",0,7," PHX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10/01/2012",0,7," PSP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10/01/2012",0,7," SAN",0,0,0,1,0,0,100,0,0,0,0,-10,-0.1,-5,-20.3
"10/01/2012",0,7," SEA",2,3,2,5,100,100,20,-4,13.5,-1.3,-5.3,-4.6,0.04,-11.2,40.8
"10/01/2012",0,7," SFO",3,4,3,6,33.33,33.33,66.67,21,14.33,0.53,21.53,-0.17,0.92,-14.5,10.33
"10/01/2012",0,7," SJC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10/01/2012",0,7," SMF",1,1,1,1,100,100,100,7,10,1.3,9.3,2,2.3,-1,-1
"10/01/2012",0,7," TUS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10/01/2012",0,7," VNY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10/01/2012",0,8," ANC",4,6,5,5,100,100,100,210.2,12,1.46,211.46,-5.2,0.52,-0.2,-6.98
"10/01/2012",0,10," HNL",0,0,1,1,100,100,100,-2,11,-0.4,-2.4,-4,2,-3,-17
"10/01/2012",0,10," OGG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10/01/2012",1,5," ATL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10/01/2012",1,5," BOS",0,1,0,2,0,0,0,0,0,0,0,-4.5,0.65,-11,30.5
"10/01/2012",1,5," BUF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10/01/2012",1,5," BWI",0,1,0,1,0,0,0,0,0,0,0,0,-0.9,-6,20
"10/01/2012",1,5," CLT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10/01/2012",1,5," CVG",0,9,0,1,0,0,100,0,0,0,0,-22,0.6,-8,-7.6
"10/01/2012",1,5," DCA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10/01/2012",1,5," DTW",0,0,0,1,0,0,100,0,0,0,0,-3,-1.3,-2,-12
"10/01/2012",1,5," EWR",0,1,0,1,0,0,100,0,0,0,0,2,1.8,3,3
"10/01/2012",1,5," FLL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10/01/2012",1,5," HPN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10/01/2012",1,5," IAD",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"10/01/2012",1,5," IND",0,1,0,1,0,0,100,0,0,0,0,-2,0.4,6,2
"10/01/2012",1,5," JAX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10/01/2012",1,5," JFK",4,1,3,1,66.67,66.67,0,5.67,16.67,-1.4,4.27,-24,0,-106,15.9
"10/01/2012",1,5," MIA",3,2,1,1,0,0,100,232,18,4.8,236.8,-5,2.4,-15,-10.3
"10/01/2012",1,5," PHL",0,2,0,2,0,0,100,0,0,0,0,1,6.65,3.5,1
"10/01/2012",1,5," PIT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10/01/2012",1,5," PVD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10/01/2012",1,5," RDU",0,0,1,1,100,100,0,-9,7,-0.1,-9.1,-19,0.4,-12,18.9
"10/01/2012",1,5," SDF",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"10/01/2012",1,6," AUS",0,0,0,1,0,0,100,0,0,0,0,-3,-2.4,-12,6
"10/01/2012",1,6," BNA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10/01/2012",1,6," DAL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10/01/2012",1,6," DFW",1,0,3,0,100,100,0,-60,11,-0.3,-60.3,0,0,0,0
"10/01/2012",1,6," IAH",0,2,0,3,0,0,100,0,0,0,0,-10.67,0.17,-4,-6.23
"10/01/2012",1,6," MCI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10/01/2012",1,6," MEM",0,0,1,0,0,0,0,36,15,2.4,38.4,0,0,0,0
"10/01/2012",1,6," MSP",0,0,0,1,0,0,0,0,0,0,0,-7,0.2,-6,35.3
"10/01/2012",1,6," MSY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10/01/2012",1,6," OMA",0,0,1,1,100,100,100,-31,9,-0.6,-31.6,-21,1.5,-27,-41.4
"10/01/2012",1,6," ORD",1,0,2,1,100,100,100,-5.5,13.5,2.2,-2.8,-9,1.2,-7,-0.6
"10/01/2012",1,6," SAT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10/01/2012",1,7," ABQ",0,0,0,1,0,0,100,0,0,0,0,-4,3.6,8,-1
"10/01/2012",1,7," DEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10/01/2012",1,7," SLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10/01/2012",1,8," BUR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10/01/2012",1,8," LAS",3,0,3,0,66.67,66.67,0,7.33,14.67,2.13,9.47,0,0,0,0
"10/01/2012",1,8," LAX",13,2,10,0,80,80,0,7.2,12.6,0.61,8.11,0,0,0,0
"10/01/2012",1,8," OAK",1,0,1,0,100,100,0,0,8,0.3,1.3,0,0,0,0
"10/01/2012",1,8," ONT",1,0,1,0,100,100,0,7,9,1,9,0,0,0,0
"10/01/2012",1,8," PDX",0,0,0,1,0,0,100,0,0,0,0,-6,-0.5,-10,-15
"10/01/2012",1,8," PHX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10/01/2012",1,8," SEA",1,1,1,1,100,100,100,-3,9,-5.8,-8.8,-10,1.4,-9,-16
"10/01/2012",1,8," SFO",6,0,4,1,75,75,100,5,12,-0.6,4.65,-12,1.5,-13,-27.8
