"Date","Hour","GMTHour","Facility","ScheduledDepartures","ScheduledArrivals","DeparturesFor.MetricComputation","ArrivalsFor.MetricComputation","X..On.TimeGateDepartures","X..On.TimeAirportDepartures","X..On.TimeGateArrivals","AverageGateDepartureDelay","AverageTaxiOutTime","AverageTaxiOutDelay","AverageAirportDepartureDelay","AverageAirborneDelay","AverageTaxiInDelay","AverageBlockDelay","AverageGateArrivalDelay"
"06/11/2011",0,4," ATL",0,2,0,6,0,0,83.33,0,0,0,0,1,2.75,0.83,-1.8
"06/11/2011",0,4," BDL",0,3,1,5,100,100,20,-34,10,-0.9,-34.9,1,-0.26,-8.6,30.6
"06/11/2011",0,4," BOS",0,6,0,9,0,0,55.56,0,0,0,0,-4.89,0.42,-4.33,31.7
"06/11/2011",0,4," BUF",0,2,0,2,0,0,50,0,0,0,0,-1.5,0.95,-18.5,30.5
"06/11/2011",0,4," BWI",0,5,0,6,0,0,83.33,0,0,0,0,-2.67,5.68,-3.33,-1.37
"06/11/2011",0,4," CLE",0,1,0,1,0,0,100,0,0,0,0,-7,0,-1,-11
"06/11/2011",0,4," CLT",0,1,2,3,100,100,33.33,-16,15.5,2.9,-13.1,-7,0.87,-2.67,39.67
"06/11/2011",0,4," CVG",1,0,2,9,50,50,77.78,33.5,12.5,0,33.5,-0.22,0.94,0.56,4.24
"06/11/2011",0,4," DAY",0,0,0,2,0,0,50,0,0,0,0,-4,0.45,-10,53.9
"06/11/2011",0,4," DCA",0,1,0,1,0,0,0,0,0,0,0,-8,-0.1,-16,27
"06/11/2011",0,4," DTW",0,4,0,7,0,0,71.43,0,0,0,0,-2.43,-1.33,-12.14,26.1
"06/11/2011",0,4," EWR",0,2,1,2,100,100,50,4,21,8.3,12.3,3.5,-0.85,-8,34
"06/11/2011",0,4," FLL",0,3,0,7,0,0,71.43,0,0,0,0,-8.57,1.91,-2.29,1.57
"06/11/2011",0,4," HPN",0,0,1,1,0,0,0,42,13,0.5,42.5,-2,0,-2,18.8
"06/11/2011",0,4," IAD",0,5,1,7,100,100,57.14,0,16,3.7,3.7,-6,1.34,-8.86,28.43
"06/11/2011",0,4," IND",0,3,1,4,100,100,50,-4,9,-0.4,-4.4,6,0.9,2,22.3
"06/11/2011",0,4," JAX",0,2,0,1,0,0,100,0,0,0,0,-2,0.7,-11,-9
"06/11/2011",0,4," JFK",4,7,4,10,100,75,100,-1.75,22,3.53,1.8,-6.6,1.39,-9.9,-4.5
"06/11/2011",0,4," LGA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"06/11/2011",0,4," MCO",0,4,0,7,0,0,42.86,0,0,0,0,-5.86,0.23,-5.14,23.23
"06/11/2011",0,4," MHT",0,2,0,4,0,0,100,0,0,0,0,-0.75,0.2,-11,-6.75
"06/11/2011",0,4," MIA",1,3,1,3,100,0,66.67,12,16,2.6,14.6,-3.67,-1.1,-4,18.43
"06/11/2011",0,4," PBI",0,1,0,1,0,0,0,0,0,0,0,-18,0.5,1,61
"06/11/2011",0,4," PHL",0,4,1,6,100,0,66.67,14,24,10.8,24.8,-7,-0.63,-13.17,4.83
"06/11/2011",0,4," PIT",0,2,1,3,100,100,66.67,-11,11,0,-11,0,5.33,2.67,15.3
"06/11/2011",0,4," PVD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"06/11/2011",0,4," RDU",0,6,0,5,0,0,40,0,0,0,0,-2.6,4.98,0.2,21.9
"06/11/2011",0,4," SDF",0,0,0,39,0,0,66.67,0,0,0,0,0.54,0.14,0.87,8.21
"06/11/2011",0,4," SJU",0,1,0,2,0,0,50,0,0,0,0,5.5,0.2,21.5,20.5
"06/11/2011",0,4," SWF",0,0,0,1,0,0,100,0,0,0,0,-2,0.8,-13,-14.5
"06/11/2011",0,4," TEB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"06/11/2011",0,4," TPA",0,4,1,5,0,0,80,69,10,-0.2,68.8,-5.6,0.04,-4.6,3.6
"06/11/2011",0,5," AUS",0,1,0,4,0,0,75,0,0,0,0,-6.5,1.15,-10.75,1.3
"06/11/2011",0,5," BHM",0,0,2,1,50,50,0,20,9.5,-2.45,17.55,-2,0,-1,29.5
"06/11/2011",0,5," BNA",0,0,1,3,0,0,100,25,11,1.2,26.2,-1,0.8,-11,-7
"06/11/2011",0,5," DAL",0,0,2,3,50,50,100,188,7.5,-0.4,187.8,-12.33,0.7,-11.33,-3.2
"06/11/2011",0,5," DFW",0,2,0,3,0,0,33.33,0,0,0,0,-1.33,-1.13,-6,134.67
"06/11/2011",0,5," GYY",0,0,1,0,0,0,0,195,11,-0.3,195.7,0,0,0,0
"06/11/2011",0,5," HOU",0,2,0,6,0,0,33.33,0,0,0,0,-7.17,-1.07,-12.17,31.85
"06/11/2011",0,5," IAH",0,3,0,5,0,0,80,0,0,0,0,-7.6,1.5,-3.8,-2.78
"06/11/2011",0,5," MCI",0,1,0,3,0,0,100,0,0,0,0,-4.33,0.03,-7.33,1.67
"06/11/2011",0,5," MDW",0,4,0,8,0,0,62.5,0,0,0,0,-2.13,-0.72,-16,15.25
"06/11/2011",0,5," MEM",0,0,0,46,0,0,95.65,0,0,0,0,-4.17,-3.13,-6.46,-9.34
"06/11/2011",0,5," MKE",0,0,0,1,0,0,100,0,0,0,0,5,-0.3,-10,-5
"06/11/2011",0,5," MSP",0,0,0,1,0,0,100,0,0,0,0,3,1.1,-6,-21.2
"06/11/2011",0,5," MSY",0,2,0,4,0,0,50,0,0,0,0,-2.5,-0.63,-11.75,19.83
"06/11/2011",0,5," OMA",0,0,0,1,0,0,100,0,0,0,0,5,-1.9,-13,-9
"06/11/2011",0,5," ORD",0,6,0,6,0,0,50,0,0,0,0,2.17,1.4,-3.17,87.8
"06/11/2011",0,5," RFD",0,0,0,2,0,0,100,0,0,0,0,-8.5,-1.2,-20,-20.9
"06/11/2011",0,5," SAT",0,1,1,4,100,100,100,-8,8,-0.9,-8.9,-0.5,0.7,-12.5,-6.75
"06/11/2011",0,5," STL",0,0,0,4,0,0,25,0,0,0,0,-0.25,4.68,4,20.08
"06/11/2011",0,6," ABQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"06/11/2011",0,6," DEN",3,2,3,5,100,100,100,1,15.67,2.6,3.6,3.8,1.12,-4.2,-3.2
"06/11/2011",0,6," SLC",1,2,1,2,100,100,100,0,15,-0.4,-0.4,0,0.1,-10,0
"06/11/2011",0,7," BUR",0,0,1,1,0,0,0,22,11,1.8,23.8,4,-0.5,4,19.8
"06/11/2011",0,7," LAS",5,3,6,4,33.33,33.33,75,19.5,13.17,1.35,20.85,0.75,1.93,0,2.38
"06/11/2011",0,7," LAX",10,9,10,13,60,50,46.15,17.8,14.7,2.11,19.91,-6.15,5.77,-15.31,31.15
"06/11/2011",0,7," LGB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"06/11/2011",0,7," OAK",1,1,1,1,100,100,100,6,7,-0.7,6.1,7,0.1,7,-3.5
"06/11/2011",0,7," ONT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
